Tracking Number,Transaction Date,Service Code,Published Charge,Incentive Charge,Net Charge,Ref No 1,Billed Weight,Package Quantity,Zone,Receiver City,Receiver State,Receiver Postal,Detail Keyed Dim,Total Cost,Adjustment
1ZR4R346YW93888949,2021-12-28,UPS SurePost - 1 LB or Greater,16.85,-3.37,13.48,3135097,5.0,1,5.0,Chaska,MN,55318,14.0x 14.0x  6.0,13.48,0.0
1ZR4R346YW93890105,2021-12-28,UPS SurePost - 1 LB or Greater,15.94,-3.19,12.75,3135187,3.0,1,6.0,Novi,MI,48374,14.0x  8.0x  6.0,12.75,0.0
1ZR4R346YW94577747,2021-12-28,UPS SurePost - 1 LB or Greater,18.93,-3.79,15.14,3135200,9.0,1,6.0,McKees Rocks,PA,15136,15.0x 15.0x 10.0,15.14,0.0
1ZR4R346YW94638038,2021-12-28,UPS SurePost - 1 LB or Greater,16.85,-3.37,13.48,3135040,5.0,1,5.0,Gig Harbor,WA,98332,14.0x 14.0x  6.0,13.48,0.0
1ZR4R346YW97103645,2021-12-28,UPS SurePost - 1 LB or Greater,17.54,-3.51,14.03,3135135,6.0,1,6.0,Columbus,OH,43212,15.0x 15.0x  6.0,14.030000000000001,0.0
1ZR4R346YW95465017,2021-12-28,UPS SurePost - 1 LB or Greater,22.23,-3.68,18.55,3135051,6.0,1,7.0,New Canaan,CT,06840,15.0x 15.0x  6.0,18.55,0.0
1ZR4R346YW95249000,2021-12-28,UPS SurePost - 1 LB or Greater,17.53,-3.51,14.02,3134974,5.0,1,6.0,Grosse Pointe Shores,MI,48236,14.0x 14.0x  6.0,14.020000000000001,0.0
1ZR4R346YW95273386,2021-12-28,UPS SurePost - 1 LB or Greater,18.46,-3.69,14.77,3135095,6.0,1,7.0,Land O Lake,FL,34639,15.0x 15.0x  6.0,14.77,0.0
1ZR4R346YW95361414,2021-12-28,UPS SurePost - 1 LB or Greater,24.25,-4.1,20.15,3135136,9.0,1,7.0,Fort Washington,MD,20744,15.0x 15.0x 10.0,20.15,0.0
1ZR4R346YW95373867,2021-12-28,UPS SurePost - 1 LB or Greater,15.71,-3.14,12.57,3134952,5.0,1,4.0,Bismarck,ND,58503,14.0x 14.0x  6.0,12.57,0.0
1ZR4R346YW96509110,2021-12-28,UPS SurePost - 1 LB or Greater,18.46,-3.69,14.77,3135117,6.0,1,7.0,Boynton Beach,FL,33426,15.0x 15.0x  6.0,14.77,0.0
1ZR4R346YW96478396,2021-12-28,UPS SurePost - 1 LB or Greater,18.43,-3.69,14.74,3134976,5.0,1,7.0,Queens,NY,11101,14.0x 14.0x  6.0,14.739999999999998,-0.0
1ZR4R346YW96358462,2021-12-28,UPS SurePost - 1 LB or Greater,20.48,-4.1,16.38,3135098,9.0,1,7.0,Orlando,FL,32836,15.0x 15.0x 10.0,16.38,0.0
1ZR4R346YW96254127,2021-12-28,UPS SurePost - 1 LB or Greater,16.93,-3.39,13.54,3135113,6.0,1,5.0,Eau Claire,WI,54701,15.0x 15.0x  6.0,13.54,0.0
1ZR4R346YW94648232,2021-12-28,UPS SurePost - 1 LB or Greater,22.08,-3.51,18.57,3135163,5.0,1,6.0,MADISON,AL,35756,14.0x 14.0x  6.0,18.57,0.0
1ZR4R346YW95505803,2021-12-28,UPS SurePost - 1 LB or Greater,17.53,-3.51,14.02,3135056,5.0,1,6.0,HIxson,TN,37343,14.0x 14.0x  6.0,14.020000000000001,0.0
1ZR4R346YW95519192,2021-12-28,UPS SurePost - 1 LB or Greater,16.85,-3.37,13.48,3133648,5.0,1,5.0,Oregon City,OR,97045,14.0x 14.0x  6.0,13.48,0.0
1ZR4R346YW96218694,2021-12-28,UPS SurePost - 1 LB or Greater,18.46,-3.69,14.77,3135119,6.0,1,7.0,Parlin,NJ,08859,15.0x 15.0x  6.0,14.77,0.0
1ZR4R346YW96201488,2021-12-28,UPS SurePost - 1 LB or Greater,18.09,-3.63,14.46,3134986,9.0,1,5.0,Evansville,IN,47710,15.0x 15.0x 10.0,14.459999999999999,-0.0
1ZR4R346YW96177185,2021-12-28,UPS SurePost - 1 LB or Greater,18.46,-3.69,14.77,3135060,6.0,1,7.0,Delray Beach,FL,33483,15.0x 15.0x  6.0,14.77,0.0
1ZR4R346YW95969376,2021-12-28,UPS SurePost - 1 LB or Greater,20.48,-4.1,16.38,3135062,9.0,1,7.0,Camden,DE,19934,15.0x 15.0x 10.0,16.38,0.0
1ZR4R346YW95617406,2021-12-28,UPS SurePost - 1 LB or Greater,16.93,-3.39,13.54,3135090,6.0,1,5.0,Kokomo,IN,46902,15.0x 15.0x  6.0,13.54,0.0
1ZR4R346YW95237960,2021-12-28,UPS SurePost - 1 LB or Greater,17.54,-3.51,14.03,3135068,6.0,1,6.0,Lexington,KY,40502,15.0x 15.0x  6.0,14.030000000000001,0.0
1ZR4R346YW95081575,2021-12-28,UPS SurePost - 1 LB or Greater,18.43,-3.69,14.74,3134937,5.0,1,7.0,Collingswood,NJ,08108,14.0x 14.0x  6.0,14.739999999999998,-0.0
1ZR4R346YW95049584,2021-12-28,UPS SurePost - 1 LB or Greater,20.48,-4.1,16.38,3135046,9.0,1,7.0,Clearwater,FL,33764,15.0x 15.0x 10.0,16.38,0.0
1ZR4R346YW96673219,2021-12-28,UPS SurePost - 1 LB or Greater,18.46,-3.69,14.77,3135087,6.0,1,7.0,Indialantic,FL,32903,15.0x 15.0x  6.0,14.77,0.0
1ZR4R346YW94650425,2021-12-28,UPS SurePost - 1 LB or Greater,15.33,-3.06,12.27,3134995,3.0,1,5.0,Beech Grove,IN,46107,14.0x  8.0x  6.0,12.270000000000001,0.0
1ZR4R346YW97052718,2021-12-28,UPS SurePost - 1 LB or Greater,22.08,-3.51,18.57,3134930,5.0,1,6.0,Haleyville,AL,35565,14.0x 14.0x  6.0,18.57,0.0
1ZR4R346YW94723730,2021-12-28,UPS SurePost - 1 LB or Greater,18.46,-3.69,14.77,3135169,6.0,1,7.0,Bristow,VA,20136,15.0x 15.0x  6.0,14.77,0.0
1ZR4R346YW94756642,2021-12-28,UPS SurePost - 1 LB or Greater,14.32,-2.88,11.44,3135104,2.0,1,5.0,San Antonio,TX,78253,10.0x 10.0x  3.0,11.440000000000001,0.0
1ZR4R346YW94768620,2021-12-28,UPS SurePost - 1 LB or Greater,17.53,-3.51,14.02,3135028,5.0,1,6.0,Chattanooga,TN,37415,14.0x 14.0x  6.0,14.020000000000001,0.0
1ZR4R346YW96917670,2021-12-28,UPS SurePost - 1 LB or Greater,21.3,-3.51,17.79,3135196,5.0,1,6.0,Thibodaux,LA,70301,14.0x 14.0x  6.0,17.79,0.0
1ZR4R346YW96856236,2021-12-28,UPS SurePost - 1 LB or Greater,23.3,-3.91,19.39,3135044,6.0,1,8.0,Hampden,ME,04444,15.0x 15.0x  6.0,19.39,0.0
1ZR4R346YW94799669,2021-12-28,UPS SurePost - 1 LB or Greater,22.23,-3.68,18.55,3134956,6.0,1,7.0,Windham,ME,04062,15.0x 15.0x  6.0,18.55,0.0
1ZR4R346YW94832470,2021-12-28,UPS SurePost - 1 LB or Greater,15.33,-3.06,12.27,3135050,3.0,1,5.0,Bentonville,AR,72713,14.0x  8.0x  6.0,12.270000000000001,0.0
1ZR4R346YW94833308,2021-12-28,UPS SurePost - 1 LB or Greater,16.85,-3.37,13.48,3135115,5.0,1,5.0,Medford,OR,97501,14.0x 14.0x  6.0,13.48,0.0
1ZR4R346YW96750224,2021-12-28,UPS SurePost - 1 LB or Greater,22.23,-3.68,18.55,3135184,11.0,1,7.0,Naples,FL,34120,15.0x 15.0x  6.0,32.9,14.35
1ZR4R346YW94943332,2021-12-28,UPS SurePost - 1 LB or Greater,17.54,-3.51,14.03,3134920,6.0,1,6.0,Atlanta,GA,30312,15.0x 15.0x  6.0,14.030000000000001,0.0
1ZR4R346YW94978055,2021-12-28,UPS SurePost - 1 LB or Greater,18.43,-3.69,14.74,3135020,5.0,1,7.0,Riverside,CT,06878,14.0x 14.0x  6.0,14.739999999999998,-0.0
1ZR4R346YW95009082,2021-12-28,UPS SurePost - 1 LB or Greater,18.43,-3.69,14.74,3134941,5.0,1,7.0,Saint Albans City,VT,05478,14.0x 14.0x  6.0,14.739999999999998,-0.0
1ZR4R346YW95009500,2021-12-28,UPS SurePost - 1 LB or Greater,24.25,-4.1,20.15,3134947,9.0,1,7.0,Hampstead,NC,28443,15.0x 15.0x 10.0,20.15,0.0
1ZR4R346YW98529612,2021-12-28,UPS SurePost - 1 LB or Greater,18.46,-3.69,14.77,3135191,6.0,1,7.0,Richmond,VA,23236,15.0x 15.0x  6.0,14.77,0.0
1ZR4R346YW94019911,2021-12-28,UPS SurePost - 1 LB or Greater,18.46,-3.69,14.77,3135174,6.0,1,7.0,Blackwood,NJ,08012,15.0x 15.0x  6.0,14.77,0.0
1ZR4R346YW98731938,2021-12-28,UPS SurePost - 1 LB or Greater,22.08,-3.51,18.57,3134926,5.0,1,6.0,Philadelphia,TN,37846,14.0x 14.0x  6.0,18.57,0.0
1ZR4R346YW92067837,2021-12-28,UPS SurePost - 1 LB or Greater,17.53,-3.51,14.02,3135026,5.0,1,6.0,Lithia Springs,GA,30122,14.0x 14.0x  6.0,14.020000000000001,0.0
1ZR4R346YW99538299,2021-12-28,UPS SurePost - 1 LB or Greater,20.26,-3.14,17.12,732676,5.0,1,4.0,Golva,ND,58632,14.0x 14.0x  6.0,17.12,0.0
1ZR4R346YW93313710,2021-12-28,UPS SurePost - 1 LB or Greater,17.54,-3.51,14.03,3134939,6.0,1,6.0,Akron,OH,44312,15.0x 15.0x  6.0,14.030000000000001,0.0
1ZR4R346YW98796735,2021-12-28,UPS SurePost - 1 LB or Greater,24.25,-4.1,20.15,3135160,9.0,1,7.0,Kunkletown,PA,18058,15.0x 15.0x 10.0,20.15,0.0
1ZR4R346YW93336811,2021-12-28,UPS SurePost - 1 LB or Greater,18.46,-3.69,14.77,3135014,6.0,1,7.0,Clearwater,FL,33767,15.0x 15.0x  6.0,14.77,0.0
1ZR4R346YW99540053,2021-12-28,UPS SurePost - 1 LB or Greater,22.98,-3.69,19.29,3134960,5.0,1,7.0,Stockton,NJ,08559,14.0x 14.0x  6.0,19.29,0.0
1ZR4R346YW99540919,2021-12-28,UPS SurePost - 1 LB or Greater,17.54,-3.51,14.03,3135081,6.0,1,6.0,New Orleans,LA,70119,15.0x 15.0x  6.0,14.030000000000001,0.0
1ZR4R346YW92204410,2021-12-28,UPS SurePost - 1 LB or Greater,18.43,-3.69,14.74,3135170,5.0,1,7.0,Virginia Beach,VA,23452,14.0x 14.0x  6.0,14.739999999999998,-0.0
1ZR4R346YW99550266,2021-12-28,UPS SurePost - 1 LB or Greater,20.48,-4.1,16.38,3134919,9.0,1,7.0,Seminole,FL,33777,15.0x 15.0x 10.0,16.38,0.0
1ZR4R346YW92170528,2021-12-28,UPS SurePost - 1 LB or Greater,22.09,-3.51,18.58,3135172,6.0,1,6.0,Campton,KY,41301,15.0x 15.0x  6.0,18.580000000000002,0.0
1ZR4R346YW99629762,2021-12-28,UPS SurePost - 1 LB or Greater,17.53,-3.51,14.02,3134983,5.0,1,6.0,Cincinnati,OH,45218,14.0x 14.0x  6.0,14.020000000000001,0.0
1ZR4R346YW92123472,2021-12-28,UPS SurePost - 1 LB or Greater,17.54,-3.51,14.03,3134987,6.0,1,6.0,Belle Vernon,PA,15012,15.0x 15.0x  6.0,14.030000000000001,0.0
1ZR4R346YW93380773,2021-12-28,UPS SurePost - 1 LB or Greater,18.46,-3.69,14.77,3135190,6.0,1,7.0,Queens,NY,11416,15.0x 15.0x  6.0,14.77,0.0
1ZR4R346YW98761101,2021-12-28,UPS SurePost - 1 LB or Greater,22.23,-3.68,18.55,3135083,6.0,1,7.0,Ocean Pines,MD,21811,15.0x 15.0x  6.0,18.55,0.0
1ZR4R346YW92628874,2021-12-28,UPS SurePost - 1 LB or Greater,22.2,-3.69,18.51,3135127,5.0,1,7.0,North Port,FL,34286,14.0x 14.0x  6.0,18.509999999999998,-0.0
1ZR4R346YW92087075,2021-12-28,UPS SurePost - 1 LB or Greater,17.53,-3.51,14.02,3135140,5.0,1,6.0,Royal Oak,MI,48067,14.0x 14.0x  6.0,14.020000000000001,0.0
1ZR4R346YW98816356,2021-12-28,UPS SurePost - 1 LB or Greater,17.54,-3.51,14.03,3135106,6.0,1,6.0,48134,MI,48134,15.0x 15.0x  6.0,14.030000000000001,0.0
1ZR4R346YW93266567,2021-12-28,UPS SurePost - 1 LB or Greater,18.46,-3.69,14.77,3134979,6.0,1,7.0,Ogdensburg,NY,13669,15.0x 15.0x  6.0,14.77,0.0
1ZR4R346YW93213131,2021-12-28,UPS SurePost - 1 LB or Greater,18.43,-3.69,14.74,3135099,5.0,1,7.0,Brooklyn,NY,11225,14.0x 14.0x  6.0,14.739999999999998,-0.0
1ZR4R346YW92760659,2021-12-28,UPS SurePost - 1 LB or Greater,16.93,-3.39,13.54,3134959,6.0,1,5.0,McCordsville,IN,46055,15.0x 15.0x  6.0,13.54,0.0
1ZR4R346YW92585278,2021-12-28,UPS SurePost - 1 LB or Greater,17.54,-3.51,14.03,3134953,6.0,1,6.0,Cleveland,OH,44111,15.0x 15.0x  6.0,14.030000000000001,0.0
1ZR4R346YW92551143,2021-12-28,UPS SurePost - 1 LB or Greater,18.46,-3.69,14.77,3134917,6.0,1,7.0,New York,NY,10036,15.0x 15.0x  6.0,14.77,0.0
1ZR4R346YW92532066,2021-12-28,UPS SurePost - 1 LB or Greater,16.46,-3.29,13.17,3132375,3.0,1,7.0,Davenport,FL,33896,14.0x  8.0x  6.0,13.17,0.0
1ZR4R346YW99456903,2021-12-28,UPS SurePost - 1 LB or Greater,17.53,-3.51,14.02,3134933,5.0,1,6.0,Pickerington,OH,43147,14.0x 14.0x  6.0,14.020000000000001,0.0
1ZR4R346YW92395545,2021-12-28,UPS SurePost - 1 LB or Greater,17.54,-3.51,14.03,3135168,6.0,1,6.0,Westlake,OH,44145,15.0x 15.0x  6.0,14.030000000000001,0.0
1ZR4R346YW92693080,2021-12-28,UPS SurePost - 1 LB or Greater,16.85,-3.37,13.48,3135124,5.0,1,5.0,Broussard,LA,70518,14.0x 14.0x  6.0,13.48,0.0
1ZR4R346YW92922939,2021-12-28,UPS SurePost - 1 LB or Greater,18.43,-3.69,14.74,3134988,5.0,1,7.0,Newark,DE,19711,14.0x 14.0x  6.0,14.739999999999998,-0.0
1ZR4R346YW99469720,2021-12-28,UPS SurePost - 1 LB or Greater,17.53,-3.51,14.02,3134929,5.0,1,6.0,Columbia,SC,29209,14.0x 14.0x  6.0,14.020000000000001,0.0
1ZR4R346YW92926828,2021-12-28,UPS SurePost - 1 LB or Greater,16.85,-3.37,13.48,3135041,5.0,1,5.0,Gig Harbor,WA,98332,14.0x 14.0x  6.0,13.48,0.0
1ZR4R346YW92950613,2021-12-28,UPS SurePost - 1 LB or Greater,16.93,-3.39,13.54,3134966,6.0,1,5.0,Jackson,TN,38305,15.0x 15.0x  6.0,13.54,0.0
1ZR4R346YW93008729,2021-12-28,UPS SurePost - 1 LB or Greater,20.48,-4.1,16.38,3135188,9.0,1,7.0,Naples,FL,34113,15.0x 15.0x 10.0,16.38,0.0
1ZR4R346YW92365167,2021-12-28,UPS SurePost - 1 LB or Greater,17.54,-3.51,14.03,3135189,11.0,1,6.0,Marietta,OH,45750,15.0x 15.0x  6.0,24.740000000000002,10.71
1ZR4R346YW98984979,2021-12-28,UPS SurePost - 1 LB or Greater,18.46,-3.69,14.77,3135067,6.0,1,7.0,ORANGE CITY,FL,32763,15.0x 15.0x  6.0,14.77,0.0
1ZR4R346YW98934620,2021-12-28,UPS SurePost - 1 LB or Greater,18.46,-3.69,14.77,3135192,6.0,1,7.0,New York,NY,10026,15.0x 15.0x  6.0,14.77,0.0
1ZR4R346YW99736815,2021-12-28,UPS SurePost - 1 LB or Greater,18.43,-3.69,14.74,3134972,5.0,1,7.0,GLEN ALLEN,VA,23059,14.0x 14.0x  6.0,14.739999999999998,-0.0
1ZR4R346YW99432885,2021-12-28,UPS SurePost - 1 LB or Greater,17.53,-3.51,14.02,732671,5.0,1,6.0,knoxville,TN,37931,14.0x 14.0x  6.0,14.020000000000001,0.0
1ZR4R346YW92066749,2021-12-28,UPS SurePost - 1 LB or Greater,22.2,-3.69,18.51,3135082,5.0,1,7.0,Lake Placid,NY,12946,14.0x 14.0x  6.0,18.509999999999998,-0.0
1ZR4R346YW91494449,2021-12-28,UPS SurePost - 1 LB or Greater,17.54,-3.51,14.03,3134998,6.0,1,6.0,Lacey,WA,98513,15.0x 15.0x  6.0,14.030000000000001,0.0
1ZR4R346YW91035793,2021-12-28,UPS SurePost - 1 LB or Greater,15.46,-3.1,12.36,3135073,2.0,1,7.0,Whitinsville,MA,01588,10.0x  8.0x  6.0,12.360000000000001,0.0
1ZR4R346YW91053344,2021-12-28,UPS SurePost - 1 LB or Greater,18.46,-3.69,14.77,3135033,6.0,1,7.0,Fort Lauderdale,FL,33301,15.0x 15.0x  6.0,14.77,0.0
1ZR4R346YW91113538,2021-12-28,UPS SurePost - 1 LB or Greater,18.46,-3.69,14.77,3135034,6.0,1,7.0,SOUTHERN PINEs,NC,28387,15.0x 15.0x  6.0,14.77,0.0
1ZR4R346YW91125150,2021-12-28,UPS SurePost - 1 LB or Greater,16.85,-3.37,13.48,3135080,5.0,1,5.0,Brownsburg,IN,46112,14.0x 14.0x  6.0,13.48,0.0
1ZR4R346YW98701078,2021-12-28,UPS SurePost - 1 LB or Greater,16.93,-3.39,13.54,3135125,6.0,1,5.0,Cedarburg,WI,53012,15.0x 15.0x  6.0,13.54,0.0
1ZR4R346YW95760984,2021-12-28,UPS SurePost - 1 LB or Greater,20.62,-3.37,17.25,3134980,5.0,1,5.0,Port Orchard,WA,98367,14.0x 14.0x  6.0,17.25,0.0
1ZR4R346YW91180368,2021-12-28,UPS SurePost - 1 LB or Greater,18.43,-3.69,14.74,3135091,5.0,1,7.0,Marion,MA,02738,14.0x 14.0x  6.0,14.739999999999998,-0.0
1ZR4R346YW91210674,2021-12-28,UPS SurePost - 1 LB or Greater,22.08,-3.51,18.57,3135011,5.0,1,6.0,Falkville,AL,35622,14.0x 14.0x  6.0,18.57,0.0
1ZR4R346YW91224794,2021-12-28,UPS SurePost - 1 LB or Greater,18.43,-3.69,14.74,3135057,5.0,1,7.0,Whitman,MA,02382,14.0x 14.0x  6.0,14.739999999999998,-0.0
1ZR4R346YW91313554,2021-12-28,UPS SurePost - 1 LB or Greater,18.46,-3.69,14.77,3134915,6.0,1,7.0,henrico,VA,23229,15.0x 15.0x  6.0,14.77,0.0
1ZR4R346YW99738493,2021-12-28,UPS SurePost - 1 LB or Greater,18.46,-3.69,14.77,3135085,6.0,1,7.0,JACKSONVILLE,FL,32257,15.0x 15.0x  6.0,14.77,0.0
1ZR4R346YW91363018,2021-12-28,UPS SurePost - 1 LB or Greater,22.23,-3.68,18.55,3135139,6.0,1,7.0,Parish,NY,13131,15.0x 15.0x  6.0,18.55,0.0
1ZR4R346YW91366113,2021-12-28,UPS SurePost - 1 LB or Greater,18.93,-3.79,15.14,3135186,9.0,1,6.0,Zanesville,OH,43701,15.0x 15.0x 10.0,15.14,0.0
1ZR4R346YW91381703,2021-12-28,UPS SurePost - 1 LB or Greater,22.09,-3.51,18.58,3134940,6.0,1,6.0,Parker,PA,16049,15.0x 15.0x  6.0,18.580000000000002,0.0
1ZR4R346YW91318586,2021-12-28,UPS SurePost - 1 LB or Greater,21.48,-3.39,18.09,3135018,6.0,1,5.0,Potosi,WI,53820,15.0x 15.0x  6.0,18.09,0.0
1ZR4R346YW91506999,2021-12-28,UPS SurePost - 1 LB or Greater,16.85,-3.37,13.48,3135175,5.0,1,5.0,INDIANAPOLIS,IN,46227,14.0x 14.0x  6.0,13.48,0.0
1ZR4R346YW91813880,2021-12-28,UPS SurePost - 1 LB or Greater,19.71,-3.19,16.52,3135201,3.0,1,6.0,Meridian,MS,39305,14.0x  8.0x  6.0,16.52,0.0
1ZR4R346YW99942566,2021-12-28,UPS SurePost - 1 LB or Greater,18.93,-3.79,15.14,3135143,9.0,1,6.0,seattle,WA,98108,15.0x 15.0x 10.0,15.14,0.0
1ZR4R346YW91942348,2021-12-28,UPS SurePost - 1 LB or Greater,16.46,-3.29,13.17,732672,3.0,1,7.0,Jersey City,NJ,07302,14.0x  8.0x  6.0,13.17,0.0
1ZR4R346YW99945303,2021-12-28,UPS SurePost - 1 LB or Greater,17.54,-3.51,14.03,3135118,6.0,1,6.0,North Chili,NY,14514,15.0x 15.0x  6.0,14.030000000000001,0.0
1ZR4R346YW99957318,2021-12-28,UPS SurePost - 1 LB or Greater,23.48,-3.79,19.69,3134945,9.0,1,6.0,New Madison,OH,45346,15.0x 15.0x 10.0,19.69,0.0
1ZR4R346YW91845640,2021-12-28,UPS SurePost - 1 LB or Greater,22.2,-3.69,18.51,3135024,5.0,1,7.0,Leonardtown,MD,20650,14.0x 14.0x  6.0,18.509999999999998,-0.0
1ZR4R346YW93461953,2021-12-28,UPS SurePost - 1 LB or Greater,21.48,-3.39,18.09,3135167,6.0,1,5.0,ROSHOLT,WI,54473,15.0x 15.0x  6.0,18.09,0.0
1ZR4R346YW91591398,2021-12-28,UPS SurePost - 1 LB or Greater,17.54,-3.51,14.03,3135017,6.0,1,6.0,Sterling Heights,MI,48314,15.0x 15.0x  6.0,14.030000000000001,0.0
1ZR4R346YW91782593,2021-12-28,UPS SurePost - 1 LB or Greater,21.3,-3.51,17.79,3135031,5.0,1,6.0,Hartselle,AL,35640,14.0x 14.0x  6.0,17.79,0.0
1ZR4R346YW90494272,2021-12-23,UPS SurePost - 1 LB or Greater,16.05,-3.21,12.84,732670,6.0,1,5.0,Grandview,IL,62702,15.0x 15.0x  6.0,12.84,0.0
1ZR4R346YW91722488,2021-12-23,UPS SurePost - 1 LB or Greater,17.03,-2.89,14.14,3134905,3.0,1,5.0,greensburg,IN,47240,14.0x  8.0x  6.0,14.14,0.0
1ZR4R346YW94715178,2021-12-23,UPS SurePost - 1 LB or Greater,16.62,-3.33,13.29,3134869,6.0,1,6.0,Panama City Beach,FL,32413,15.0x 15.0x  6.0,13.290000000000001,0.0
1ZR4R346YW94168662,2021-12-23,UPS SurePost - 1 LB or Greater,20.54,-3.59,16.95,3134877,9.0,1,6.0,Manchester,TN,37355,15.0x 15.0x 10.0,16.95,0.0
1ZR4R346YW94662538,2021-12-23,UPS SurePost - 1 LB or Greater,16.05,-3.21,12.84,3134910,6.0,1,5.0,Dallas,TX,75226,15.0x 15.0x  6.0,12.84,0.0
1ZR4R346YW94382715,2021-12-23,UPS SurePost - 1 LB or Greater,17.48,-3.5,13.98,3134912,6.0,1,7.0,"Celebration,",FL,32747,15.0x 15.0x  6.0,13.98,0.0
1ZR4R346YW91981323,2021-12-23,UPS SurePost - 1 LB or Greater,15.47,-3.1,12.37,3134911,3.0,1,7.0,Fort Myers,FL,33908,14.0x  8.0x  6.0,12.370000000000001,0.0
1ZR4R346YW94572224,2021-12-23,UPS SurePost - 1 LB or Greater,16.01,-3.2,12.81,3134886,9.0,1,4.0,Oklahoma City,OK,73159,15.0x 15.0x 10.0,12.809999999999999,-0.0
1ZR4R346YW90989658,2021-12-23,UPS SurePost - 1 LB or Greater,17.93,-3.59,14.34,3134880,9.0,1,6.0,Gahanna,OH,43230,15.0x 15.0x 10.0,14.34,0.0
1ZR4R346YW92247437,2021-12-23,UPS SurePost - 1 LB or Greater,17.14,-3.43,13.71,3134885,9.0,1,5.0,Salem,OR,97306,15.0x 15.0x 10.0,13.709999999999999,-0.0
1ZR4R346YW94433606,2021-12-23,UPS SurePost - 1 LB or Greater,19.38,-3.87,15.51,3134896,9.0,1,7.0,Gainesville,FL,32607,15.0x 15.0x 10.0,15.510000000000002,0.0
1ZR4R346YW90561243,2021-12-23,UPS SurePost - 1 LB or Greater,19.28,-3.2,16.08,3134883,9.0,1,4.0,Plattsburg,MO,64477,15.0x 15.0x 10.0,16.08,0.0
1ZR4R346YW91737383,2021-12-23,UPS SurePost - 1 LB or Greater,17.93,-3.59,14.34,3134902,9.0,1,6.0,DuBois,PA,15801,15.0x 15.0x 10.0,14.34,0.0
1ZR4R346YW90619619,2021-12-23,UPS SurePost - 1 LB or Greater,17.14,-3.43,13.71,3134894,9.0,1,5.0,Oakland,CA,94605,15.0x 15.0x 10.0,13.709999999999999,-0.0
1ZR4R346YW93569294,2021-12-23,UPS SurePost - 1 LB or Greater,16.05,-3.21,12.84,3134909,6.0,1,5.0,Hurst,TX,76054,15.0x 15.0x  6.0,12.84,0.0
1ZR4R346YW99063248,2021-12-23,UPS SurePost - 1 LB or Greater,20.09,-3.5,16.59,3134873,6.0,1,7.0,Sparta Township,NJ,07871,15.0x 15.0x  6.0,16.59,0.0
1ZR4R346YW99103141,2021-12-23,UPS SurePost - 1 LB or Greater,19.1,-3.16,15.94,3134870,5.0,1,5.0,Fredericksburg,TX,78624,14.0x 14.0x  6.0,15.940000000000001,0.0
1ZR4R346YW94310702,2021-12-23,UPS SurePost - 1 LB or Greater,17.93,-3.59,14.34,3134913,9.0,1,6.0,Victor,NY,14564,15.0x 15.0x 10.0,14.34,0.0
1ZR4R346YW95320575,2021-12-23,UPS SurePost - 1 LB or Greater,17.48,-3.5,13.98,3134901,6.0,1,7.0,Cape Coral,FL,33904,15.0x 15.0x  6.0,13.98,0.0
1ZR4R346YW95197521,2021-12-23,UPS SurePost - 1 LB or Greater,17.29,-3.46,13.83,3134875,5.0,1,7.0,Providence,RI,02906,14.0x 14.0x  6.0,13.830000000000002,0.0
1ZR4R346YW97044512,2021-12-23,UPS SurePost - 1 LB or Greater,16.48,-3.3,13.18,3134881,5.0,1,6.0,Medina,OH,44256,14.0x 14.0x  6.0,13.180000000000001,0.0
1ZR4R346YW97915732,2021-12-23,UPS SurePost - 1 LB or Greater,15.83,-3.16,12.67,3134871,5.0,1,5.0,DOWNEY,CA,90240,14.0x 14.0x  6.0,12.67,0.0
1ZR4R346YW97743758,2021-12-23,UPS SurePost - 1 LB or Greater,17.29,-3.46,13.83,3134866,5.0,1,7.0,Reston,VA,20191,14.0x 14.0x  6.0,13.830000000000002,0.0
1ZR4R346YW98618098,2021-12-23,UPS SurePost - 1 LB or Greater,17.38,-2.96,14.42,3134900,5.0,1,4.0,Grantsville,UT,84029,14.0x 14.0x  6.0,14.42,0.0
1ZR4R346YW99501569,2021-12-23,UPS SurePost - 1 LB or Greater,20.09,-3.5,16.59,3134903,6.0,1,7.0,Ocean Pines,MD,21811,15.0x 15.0x  6.0,16.59,0.0
1ZR4R346YW96573621,2021-12-23,UPS SurePost - 1 LB or Greater,17.48,-3.5,13.98,3134876,6.0,1,7.0,Jacksonville,FL,32277,15.0x 15.0x  6.0,13.98,0.0
1ZR4R346YW95032707,2021-12-23,UPS SurePost - 1 LB or Greater,12.23,-2.44,9.79,3134897,5.0,1,2.0,Parker,CO,80138,14.0x 14.0x  6.0,9.790000000000001,0.0
1ZR4R346YW99536684,2021-12-23,UPS SurePost - 1 LB or Greater,17.69,-2.89,14.8,3134872,3.0,1,5.0,Baker City,OR,97814,14.0x  8.0x  6.0,14.8,0.0
1ZR4R346YW99005668,2021-12-23,UPS SurePost - 1 LB or Greater,16.05,-3.21,12.84,3134907,6.0,1,5.0,Burbank,CA,91505,15.0x 15.0x  6.0,12.84,0.0
1ZR4R346YW98204472,2021-12-23,UPS SurePost - 1 LB or Greater,14.42,-2.89,11.53,3134884,3.0,1,5.0,Chicago,IL,60613,14.0x  8.0x  6.0,11.530000000000001,0.0
1ZR4R346YW97384806,2021-12-23,UPS SurePost - 1 LB or Greater,17.48,-3.5,13.98,3134878,6.0,1,7.0,Fayetteville,NC,28303,15.0x 15.0x  6.0,13.98,0.0
